TABLE AGENCIES,,,,,,,
agency_id,agency_name,agency_type,distribution_channel,,,,
52680,5,6,No,74,United States,112,0.00
52681,5,6,No,26,Indonesia,20,0.00
52682,5,6,No,16,Philippines,30,0.00
52683,5,6,No,38,China,22,0.00
52684,5,6,No,55,China,45,0.00
52685,5,6,No,85,Thailand,36,0.00
52686,5,6,No,45,Philippines,22,0.00
52687,5,6,No,19,Fiji,79,0.00
52688,5,6,No,12,Netherlands,89,0.00
52689,5,6,No,18,Japan,34,0.00
52690,5,6,No,36,United States,112,0.00
52691,5,6,No,12,China,37,0.00
52692,5,6,No,9,Macao,29,0.00
52693,5,6,No,77,Philippines,20,0.00
52694,5,6,No,13,Hong Kong,38,0.00
52695,5,6,No,7,Vietnam,24,0.00
52696,5,6,No,14,China,60,0.00
52697,5,6,No,122,Austria,26,0.00
52698,5,6,No,38,China,39,0.00
52699,5,6,No,8,Malaysia,20,0.00
52700,5,10,No,4,Malaysia,10,0.00
52701,5,10,No,4,Malaysia,10,0.00
52702,5,10,No,49,China,51,0.00
52703,5,10,No,9,China,27,0.00
52704,5,10,No,22,India,14,0.00
52705,5,10,No,4,Vietnam,13,0.00
52706,5,10,No,9,Taiwan,24,0.00
52707,5,10,No,1,Cambodia,18,0.00
52708,5,10,No,18,Indonesia,10,0.00
52709,5,10,No,4,Myanmar,19,0.00
52710,5,10,No,9,Singapore,17,0.00
52711,5,10,No,36,China,30,0.00
52712,5,10,No,40,China,11,0.00
52713,5,10,No,7,Indonesia,12,0.00
52714,5,10,No,9,United States,34,0.00
52715,5,10,No,9,Portugal,80,0.00
52716,5,10,No,16,India,10,0.00
52717,5,10,No,20,China,34,0.00
52718,5,10,No,6,China,18,0.00
52719,5,10,No,58,Singapore,80,0.00
52720,5,10,No,5,Macao,10,0.00
52721,5,10,No,3,Singapore,10,0.00
52722,5,10,No,3,Malaysia,10,0.00
52723,5,10,No,30,Philippines,30,0.00
52724,5,10,No,3,Vietnam,10,0.00
52725,5,10,No,63,United States,69,0.00
52726,5,10,No,5,India,39,0.00
52727,5,10,No,8,China,27,0.00
52728,5,10,No,2,Singapore,47,0.00
52729,5,10,No,17,France,65,0.00
52730,5,10,No,7,Malaysia,10,0.00
52731,5,10,No,74,Philippines,33,0.00
52732,5,10,No,13,Maldives,17,0.00
52733,5,10,No,6,Vietnam,10,0.00
52734,5,10,No,10,China,23,0.00
52735,5,10,No,28,Myanmar,10,0.00
52736,5,10,No,56,Singapore,80,0.00
52737,5,10,No,5,Indonesia,10,0.00
52738,5,10,No,62,Japan,63,0.00
52739,5,10,No,2,Malaysia,10,0.00
52740,5,10,No,109,Japan,30,0.00
52741,5,10,No,6,Malaysia,11,0.00
52742,5,10,No,71,Malaysia,10,0.00
52743,5,10,No,4,China,10,0.00
52744,5,10,No,69,Singapore,80,0.00
52745,5,10,No,22,United States,10,0.00
52746,5,10,No,30,Indonesia,13,0.00
52747,5,10,No,41,China,25,0.00
52748,5,10,No,13,China,55,0.00
52749,5,10,No,16,Malaysia,15,0.00
52750,5,10,No,53,Germany,80,0.00
52751,5,10,No,67,Taiwan,10,0.00
52752,5,11,No,49,United States,20,0.00
52753,5,11,No,27,Singapore,62,0.00
52754,5,11,No,116,Greece,20,0.00
52755,5,11,No,53,United States,20,0.00
52756,5,11,No,4,Indonesia,20,0.00
52757,5,11,No,7,India,21,0.00
52758,5,11,No,14,Singapore,20,0.00
52759,5,11,No,2,Singapore,29,0.00
52760,5,11,No,12,China,0,0.00
52761,5,11,No,25,Australia,20,0.00
52762,5,11,No,2,Saudi Arabia,26,0.00
52763,7,3,No,34,India,39,15.60
52764,7,3,No,16,India,62,24.80
52765,4,3,No,23,Netherlands,75,28.50
52766,8,3,No,7,Brunei Darussalam,15,6.00
52767,14,16,No,2,Thailand,25,16.25
52768,9,12,No,1,Singapore,9,2.62
52769,9,12,No,14,Singapore,1,0.37
52770,9,12,No,27,Singapore,7,1.84
52771,9,12,No,2,Singapore,1,0.29
52772,9,12,No,9,Singapore,2,0.50
52773,9,12,No,9,Singapore,2,0.50
52774,9,12,No,22,Singapore,7,2.02
52775,3,4,No,7,Malaysia,22,7.70
52776,3,4,No,40,China,40,14.00
52777,3,4,No,8,Lao,22,7.70
52778,3,4,No,13,Malaysia,18,6.30
52779,3,4,No,51,Malaysia,22,7.70
52780,3,4,No,21,Philippines,22,7.70
52781,3,4,No,28,Japan,26,9.10
52782,3,4,No,10,Thailand,22,7.70
52783,3,4,No,13,Indonesia,22,7.70
52784,3,4,No,67,Vietnam,30,10.50
52785,3,4,No,13,Thailand,22,7.70
52786,3,4,No,63,Vietnam,30,10.50
52787,3,4,No,29,Indonesia,33,11.55
52788,3,4,No,23,China,26,9.10
52789,3,4,No,10,Philippines,22,7.70
52790,3,4,No,44,Indonesia,22,7.70
52791,3,4,No,18,China,40,14.00
52792,3,3,No,55,Italy,125,43.75
52793,3,3,No,38,Taiwan,58,20.30
52794,3,3,No,49,Uzbekistan,87,30.45
52795,16,25,No,5,Thailand,30,10.50
52796,16,25,No,5,Thailand,30,10.50
52797,16,25,No,5,Thailand,30,10.50
52798,16,25,No,12,Thailand,30,10.50
52799,16,25,No,12,Thailand,30,10.50
52800,12,1,No,7,Malaysia,29,9.57
52801,6,7,No,62,Singapore,39,9.75
52802,6,7,No,6,Singapore,16,4.00
52803,6,7,No,6,Singapore,16,4.00
52804,6,7,No,26,Singapore,50,12.50
52805,6,7,No,10,Singapore,16,4.00
52806,6,7,No,108,Singapore,32,8.00
52807,6,7,No,11,Singapore,67,16.75
52808,6,7,No,2,Singapore,14,3.38
52809,6,7,No,31,Singapore,34,8.38
52810,6,7,No,5,Singapore,16,4.00
52811,6,7,No,58,Singapore,20,5.00
52812,6,7,No,15,Singapore,16,4.00
52813,6,7,No,15,Singapore,27,6.75
52814,6,8,No,41,Singapore,0,28.13
52815,6,8,Yes,10,Singapore,30,7.38
52816,6,8,No,43,Singapore,113,28.13
52817,6,8,No,30,Singapore,58,14.55
52818,6,8,No,30,Singapore,58,14.55
52819,6,8,No,17,Singapore,48,11.88
52820,6,9,No,377,Singapore,216,54.00
52821,6,9,Yes,364,Singapore,216,54.00
52822,6,9,No,393,Singapore,161,40.25
52823,6,9,No,371,Singapore,216,54.00
52824,6,9,No,365,Singapore,161,40.25
52825,6,9,No,382,Singapore,216,54.00
52826,2,2,No,5,United Kingdom,50,29.70
52827,2,2,No,56,Thailand,59,35.64
52828,2,2,No,2,Malaysia,20,11.88
52829,2,2,No,39,Malaysia,30,17.82
52830,2,2,No,39,Malaysia,30,17.82
52831,2,2,No,16,Malaysia,50,29.70
52832,2,2,No,57,Australia,50,29.70
52833,2,2,No,63,Australia,218,130.68
52834,2,2,No,4,Australia,40,23.76
52835,2,2,No,37,Australia,40,23.76
52836,2,2,No,155,Australia,99,59.40
52837,2,2,No,29,United Kingdom,0,47.52
52838,2,2,No,2,Ireland,10,5.94
52839,2,2,No,13,Sweden,59,35.64
52840,2,2,No,13,Canada,10,5.94
52841,2,2,No,12,Switzerland,109,65.34
52842,2,2,No,68,Spain,40,23.76
52843,2,2,No,20,Malaysia,0,23.76
52844,2,2,No,62,Indonesia,59,35.64
52845,2,2,No,32,Thailand,40,23.76
52846,2,2,No,71,Australia,40,23.76
52847,2,2,No,15,Malaysia,30,17.82
52848,2,2,No,8,Malaysia,50,29.70
52849,2,2,No,9,Malaysia,40,23.76
52850,2,2,No,26,Australia,40,23.76
52851,2,2,No,7,Thailand,50,29.70
52852,2,2,No,102,Italy,50,29.70
52853,2,2,No,106,Italy,40,23.76
52854,2,2,No,32,Australia,79,47.52
52855,2,2,No,8,Australia,30,17.82
52856,5,6,No,43,Vietnam,20,0.00
52857,5,6,No,6,China,37,0.00
52858,5,6,No,6,Vietnam,20,0.00
52859,5,6,No,132,Myanmar,20,0.00
52860,5,6,No,4,Vietnam,20,0.00
52861,5,6,No,8,Indonesia,20,0.00
52862,5,6,No,11,China,35,0.00
52863,5,6,No,9,Taiwan,45,0.00
52864,5,6,No,19,Thailand,20,0.00
52865,5,6,No,32,United States,20,0.00
52866,5,6,No,11,Australia,42,0.00
52867,5,6,No,44,Nepal,39,0.00
52868,5,6,No,172,United Kingdom,93,0.00
52869,5,6,No,37,Singapore,38,0.00
52870,5,6,No,65,Philippines,23,0.00
52871,5,6,No,63,Singapore,112,0.00
52872,5,6,No,36,United Kingdom,93,0.00
52873,5,6,No,26,India,103,0.00
52874,5,6,No,7,Lao,40,0.00
52875,5,6,Yes,18,India,36,0.00
52876,5,6,No,36,United States,112,0.00
52877,5,6,No,22,New Zealand,112,0.00
52878,5,6,No,13,Indonesia,20,0.00
52879,5,10,No,74,United Kingdom,67,0.00
52880,5,10,No,35,Malaysia,10,0.00
52881,5,10,No,72,Singapore,14,0.00
52882,5,10,No,9,China,19,0.00
52883,5,10,No,83,Saudi Arabia,0,0.00
52884,5,10,No,31,Singapore,10,0.00
52885,5,10,No,28,Malaysia,10,0.00
52886,5,10,No,16,Vietnam,10,0.00
52887,5,10,No,61,India,128,0.00
52888,5,10,No,28,Malaysia,10,0.00
52889,5,10,No,70,Singapore,80,0.00
52890,5,10,No,11,Vietnam,0,0.00
52891,5,10,No,59,Ireland,80,0.00
52892,5,10,No,14,Philippines,10,0.00
52893,5,10,No,41,Taiwan,16,0.00
52894,5,10,No,21,Australia,54,0.00
52895,5,10,No,52,Russian Federation,80,0.00
52896,5,10,No,16,Japan,22,0.00
52897,5,10,No,113,China,38,0.00
52898,5,10,No,14,United Kingdom,80,0.00
52899,5,10,No,3,Indonesia,11,0.00
52900,5,10,No,30,Thailand,20,0.00
52901,5,10,No,59,Thailand,32,0.00
52902,5,10,No,20,United States,13,0.00
52903,5,10,No,43,Indonesia,18,0.00
52904,5,10,No,11,Indonesia,10,0.00
52905,5,10,No,24,China,25,0.00
52906,5,10,No,24,China,25,0.00
52907,5,10,No,4,Philippines,10,0.00
52908,5,10,No,2,Malaysia,10,0.00
52909,5,10,No,16,Australia,79,0.00
52910,5,10,No,86,India,10,0.00
52911,5,10,No,20,Singapore,10,0.00
52912,5,10,No,23,Japan,32,0.00
52913,5,10,No,59,Ireland,80,0.00
52914,5,10,No,94,Ireland,57,0.00
52915,5,10,No,43,India,18,0.00
52916,5,10,No,52,Indonesia,10,0.00
52917,5,10,No,9,Malaysia,0,0.00
52918,5,10,No,106,India,25,0.00
52919,5,10,No,60,Singapore,128,0.00
52920,5,10,No,4,Thailand,11,0.00
52921,5,10,No,61,Philippines,26,0.00
52922,5,10,No,12,Indonesia,10,0.00
52923,5,10,No,67,Hong Kong,13,0.00
52924,5,10,No,22,Croatia,60,0.00
52925,5,10,No,73,Malaysia,10,0.00
52926,5,10,No,58,Japan,42,0.00
52927,5,10,No,16,Myanmar,10,0.00
52928,5,10,No,15,United States,80,0.00
52929,5,11,No,3,Hong Kong,26,0.00
52930,5,11,No,60,Indonesia,20,0.00
52931,5,11,No,3,Thailand,20,0.00
52932,5,11,No,41,Australia,20,0.00
52933,5,11,No,66,Singapore,20,0.00
52934,5,11,No,42,United States,87,0.00
52935,5,11,No,42,Singapore,20,0.00
52936,7,3,No,3,India,39,15.60
52937,4,5,No,61,Netherlands,130,49.40
52938,3,4,No,25,Cambodia,18,6.30
52939,3,4,No,27,Thailand,18,6.30
52940,3,4,No,8,Thailand,18,6.30
52941,3,4,No,23,Indonesia,37,12.95
52942,3,4,No,59,China,40,14.00
52943,3,4,No,16,Indonesia,18,6.30
52944,3,3,No,21,United Kingdom,67,23.45
52945,6,7,No,11,Singapore,16,4.00
52946,6,7,No,21,Singapore,60,15.00
52947,6,7,No,47,Singapore,20,5.00
52948,6,7,No,21,Singapore,27,6.75
52949,6,7,No,12,Singapore,20,5.00
52950,6,7,No,11,Singapore,20,5.00
52951,6,7,No,13,Singapore,34,8.38
52952,6,7,No,35,Singapore,86,21.50
52953,6,8,No,46,Singapore,82,20.38
52954,6,8,No,10,Singapore,35,8.70
52955,6,8,No,42,Singapore,89,22.13
52956,6,8,No,14,Singapore,30,7.38
52957,6,8,No,22,Singapore,30,7.38
52958,6,8,No,7,Singapore,23,5.63
52959,6,8,No,5,Singapore,23,5.63
52960,6,8,Yes,56,Singapore,82,20.38
52961,6,8,No,24,Singapore,82,20.38
52962,6,8,No,13,Singapore,39,9.75
52963,6,8,No,10,Singapore,48,11.88
52964,6,14,No,24,Singapore,69,17.25
52965,6,14,No,26,Singapore,34,8.38
52966,6,9,No,365,Singapore,259,64.80
52967,6,9,No,368,Singapore,216,54.00
52968,6,9,No,379,Singapore,216,54.00
52969,6,9,No,379,Singapore,216,54.00
52970,6,9,No,365,Singapore,216,54.00
52971,6,9,No,366,Singapore,259,64.80
52972,6,15,No,365,Singapore,333,83.25
52973,2,2,No,37,Malaysia,50,29.70
52974,2,2,Yes,30,Australia,99,59.40
52975,2,2,No,38,Thailand,30,17.82
52976,2,2,No,55,Korea,20,11.88
52977,2,2,No,28,Australia,109,65.34
52978,2,2,No,58,Croatia,69,41.58
52979,2,2,No,11,Australia,69,41.58
52980,2,2,No,40,Australia,99,59.40
52981,2,2,No,42,Korea,20,11.88
52982,2,2,No,105,Indonesia,59,35.64
52983,2,2,No,8,Australia,50,29.70
52984,2,2,No,49,Mexico,40,23.76
52985,2,2,No,20,Iceland,59,35.64
52986,2,2,No,12,United Arab Emirates,109,65.34
52987,2,2,No,48,Malaysia,40,23.76
52988,2,2,No,50,Indonesia,30,17.82
52989,2,2,No,188,Italy,50,29.70
52990,2,2,No,41,New Zealand,218,130.68
52991,2,2,No,56,Australia,119,71.28
52992,2,2,No,7,Singapore,10,5.94
52993,2,2,No,45,Turkey,69,41.58
52994,2,2,No,192,Italy,40,23.76
52995,2,2,No,4,Italy,10,5.94
52996,2,2,No,225,Australia,99,59.40
52997,2,2,No,226,Australia,69,41.58
52998,2,2,No,55,Malaysia,40,23.76
52999,2,2,No,25,Thailand,40,23.76
53000,2,2,No,27,Australia,79,47.52
53001,2,2,No,49,Malaysia,10,5.94
53002,2,2,No,56,Spain,0,59.40
53003,2,2,No,6,Greece,20,11.88
53004,2,2,No,42,Japan,79,47.52
53005,2,2,No,6,Malaysia,40,23.76
53006,2,2,No,3,Malaysia,30,17.82
53007,2,2,No,4,Malaysia,30,17.82
53008,2,2,No,8,Malaysia,40,23.76
53009,2,2,No,20,New Zealand,139,83.16
53010,5,6,No,5,Indonesia,20,0.00
53011,5,6,No,56,Malaysia,75,0.00
53012,5,6,No,16,China,37,0.00
53013,5,6,No,11,Indonesia,20,0.00
53014,5,6,No,50,Thailand,58,0.00
53015,5,6,No,7,Malaysia,62,0.00
53016,5,6,No,68,Singapore,110,0.00
53017,5,6,No,58,India,70,0.00
53018,5,6,Yes,66,Philippines,50,0.00
53019,5,6,No,33,Malaysia,44,0.00
53020,5,6,No,21,Vietnam,22,0.00
53021,5,6,No,3,Malaysia,34,0.00
53022,5,6,No,34,Thailand,39,0.00
53023,5,6,No,14,Vietnam,20,0.00
53024,5,6,No,4,Thailand,0,0.00
53025,5,6,No,40,Taiwan,33,0.00
53026,5,6,No,19,Australia,90,0.00
53027,5,6,No,4,Malaysia,20,0.00
53028,5,6,No,10,Hong Kong,38,0.00
53029,5,6,No,5,Malaysia,56,0.00
53030,5,6,No,27,United Kingdom,112,0.00
53031,5,6,No,6,Australia,56,0.00
53032,5,6,No,104,Egypt,44,0.00
53033,5,6,No,12,Malaysia,20,0.00
53034,5,6,No,15,Australia,53,0.00
53035,5,6,No,19,Japan,112,0.00
53036,5,6,No,7,Malaysia,21,0.00
53037,5,6,No,11,Indonesia,22,0.00
53038,5,6,No,14,United States,104,0.00
53039,5,10,No,12,China,80,0.00
53040,5,10,No,55,Italy,80,0.00
53041,5,10,No,21,China,24,0.00
53042,5,10,No,57,Indonesia,10,0.00
53043,5,10,No,1,Singapore,11,0.00
53044,5,10,No,10,United States,80,0.00
53045,5,10,No,29,India,15,0.00
53046,5,10,No,26,Vietnam,11,0.00
53047,5,10,No,35,Japan,75,0.00
53048,5,10,No,105,Singapore,11,0.00
53049,5,10,No,4,Indonesia,10,0.00
53050,5,10,No,1,Singapore,10,0.00
53051,5,10,No,3,China,11,0.00
53052,5,10,No,3,Hong Kong,38,0.00
53053,5,10,No,193,Singapore,46,0.00
53054,5,10,No,22,India,10,0.00
53055,5,10,No,75,United States,10,0.00
53056,5,10,No,1,China,12,0.00
53057,5,10,No,3,Cambodia,10,0.00
53058,5,10,No,17,China,10,0.00
53059,5,10,No,45,China,11,0.00
53060,5,10,No,63,India,10,0.00
53061,5,10,No,8,Lithuania,54,0.00
53062,5,10,No,53,Malaysia,10,0.00
53063,5,10,No,2,Philippines,10,0.00
53064,5,10,No,21,Singapore,15,0.00
53065,5,10,No,12,New Zealand,69,0.00
53066,5,10,No,20,Hong Kong,10,0.00
53067,5,10,No,10,Japan,10,0.00
53068,5,10,No,22,Singapore,10,0.00
53069,5,10,No,91,United States,76,0.00
53070,5,10,No,6,Vietnam,10,0.00
53071,5,10,No,34,Singapore,0,0.00
53072,5,10,No,2,Thailand,12,0.00
53073,5,10,No,49,China,24,0.00
53074,5,10,No,34,Singapore,22,0.00
53075,5,10,No,40,Hong Kong,0,0.00
53076,5,10,No,39,China,13,0.00
53077,5,10,No,26,Malaysia,24,0.00
53078,5,10,No,2,Myanmar,11,0.00
53079,5,10,No,7,Vietnam,12,0.00
53080,5,10,No,55,Canada,56,0.00
53081,5,10,No,25,China,39,0.00
53082,5,10,No,7,Malaysia,16,0.00
53083,5,10,No,18,Hong Kong,73,0.00
53084,5,10,No,46,Philippines,20,0.00
53085,5,11,No,7,Indonesia,20,0.00
53086,5,11,No,113,Philippines,20,0.00
53087,5,11,No,7,Singapore,20,0.00
53088,5,11,No,11,China,20,0.00
53089,5,11,No,27,Malaysia,20,0.00
53090,5,11,No,41,Singapore,20,0.00
53091,7,3,No,38,India,50,20.00
53092,7,3,No,8,India,78,31.20
53093,7,3,No,41,India,50,20.00
53094,7,3,No,1,India,31,12.40
53095,7,3,No,7,India,31,12.40
53096,4,3,No,14,Indonesia,28,10.64
53097,4,3,No,56,Netherlands,109,41.42
53098,4,5,Yes,21,Indonesia,38,14.44
53099,8,3,No,8,Brunei Darussalam,15,6.00
53100,8,3,No,28,Brunei Darussalam,15,6.00
53101,9,12,No,77,Singapore,3,0.94
53102,9,12,No,5,Singapore,2,0.56
53103,9,12,No,34,Singapore,4,1.16
53104,3,4,No,5,Thailand,18,6.30
53105,3,4,No,105,Vietnam,22,7.70
53106,3,4,No,34,Vietnam,30,10.50
53107,3,4,No,11,China,35,12.25
53108,3,4,No,78,Taiwan,22,7.70
53109,3,4,No,14,Australia,26,9.10
53110,3,4,No,5,India,22,7.70
53111,3,4,No,7,Indonesia,18,6.30
53112,3,4,No,30,Vietnam,30,10.50
53113,3,4,No,10,Australia,26,9.10
53114,3,3,No,37,Korea,45,15.75
53115,10,3,No,9,China,40,14.00
53116,6,7,No,4,Singapore,16,4.00
53117,6,7,No,6,Singapore,16,4.00
53118,6,7,No,73,Singapore,165,41.25
53119,6,7,No,26,Singapore,27,6.75
53120,6,7,No,61,Singapore,16,4.00
53121,6,7,No,8,Singapore,16,4.00
53122,6,7,No,26,Singapore,21,5.25
53123,6,7,No,7,Singapore,16,4.00
53124,6,7,No,14,Singapore,20,5.00
53125,6,7,No,7,Singapore,24,6.00
53126,6,7,No,18,Singapore,46,11.38
53127,6,7,No,92,Singapore,178,44.50
53128,6,7,No,3,Singapore,14,3.38
53129,6,7,No,7,Singapore,16,4.00
53130,6,7,No,19,Singapore,40,10.00
53131,6,7,No,8,Singapore,27,6.75
53132,6,7,No,42,Singapore,32,8.00
53133,6,7,No,11,Singapore,20,5.00
53134,6,7,No,23,Singapore,46,11.38
53135,6,8,No,4,Singapore,29,7.25
53136,6,8,No,11,Singapore,39,9.75
53137,6,8,No,36,Singapore,57,14.13
53138,6,8,Yes,21,Singapore,27,6.75
53139,6,8,No,28,Singapore,29,7.25
53140,6,8,Yes,62,Singapore,62,15.60
53141,6,8,No,32,Singapore,62,15.50
53142,6,8,No,13,Singapore,30,7.38
53143,6,8,No,15,Singapore,23,5.63
53144,6,8,No,15,Singapore,23,5.63
53145,6,8,No,6,Singapore,23,5.63
53146,6,8,No,181,Singapore,39,9.75
53147,6,8,No,14,Singapore,48,11.88
53148,6,8,No,7,Singapore,29,7.25
53149,6,8,No,61,Singapore,89,22.13
53150,6,14,No,57,Singapore,236,59.00
53151,6,9,No,368,Singapore,216,54.00
53152,6,9,No,390,Singapore,216,54.00
53153,6,9,No,369,Singapore,216,54.00
53154,6,9,No,420,Singapore,259,64.80
53155,6,9,No,385,Singapore,216,54.00
53156,6,9,No,374,Singapore,216,54.00
53157,6,9,No,366,Singapore,216,54.00
53158,6,9,No,365,Singapore,161,40.25
53159,6,9,No,376,Singapore,193,48.30
53160,6,9,No,364,Singapore,216,54.00
53161,6,15,No,364,Singapore,333,83.25
53162,6,15,Yes,364,Singapore,333,83.25
53163,2,2,No,36,Australia,59,35.64
53164,2,2,No,6,Australia,50,29.70
53165,2,2,No,9,New Zealand,40,23.76
53166,2,2,No,34,Thailand,30,17.82
53167,2,2,No,31,Australia,0,41.58
53168,2,2,No,69,Australia,0,83.16
53169,2,2,No,8,Australia,50,29.70
53170,2,2,No,9,Thailand,30,17.82
53171,2,2,No,6,Malaysia,20,11.88
53172,2,2,No,43,Thailand,79,47.52
53173,2,2,No,19,Australia,50,29.70
53174,2,2,No,63,New Zealand,99,59.40
53175,2,2,No,15,Australia,10,5.94
53176,2,2,No,37,United Kingdom,119,71.28
53177,2,2,No,13,Australia,40,23.76
53178,2,2,No,38,Australia,40,23.76
53179,2,2,No,49,Malaysia,40,23.76
53180,2,2,No,6,Australia,40,23.76
53181,2,2,No,38,Malaysia,40,23.76
53182,2,2,No,165,Switzerland,79,47.52
53183,2,2,No,222,Switzerland,139,83.16
53184,2,2,No,37,Australia,50,29.70
53185,2,2,No,7,Australia,40,23.76
53186,2,2,No,26,Australia,59,35.64
53187,2,2,No,10,United Arab Emirates,40,23.76
53188,5,6,No,60,Korea,37,0.00
53189,5,6,No,56,Japan,58,0.00
53190,5,6,No,34,Hong Kong,93,0.00
53191,5,6,No,41,Taiwan,51,0.00
53192,5,6,No,13,China,25,0.00
53193,5,6,No,32,Taiwan,61,0.00
53194,5,6,No,13,Lao,20,0.00
53195,5,6,No,5,Malaysia,58,0.00
53196,5,6,No,22,Malaysia,20,0.00
53197,5,6,No,227,Italy,82,0.00
53198,5,6,No,13,Thailand,37,0.00
53199,5,6,No,13,China,0,0.00
53200,5,6,No,16,Japan,53,0.00
53201,5,6,No,16,China,67,0.00
53202,5,6,No,20,Myanmar,20,0.00
53203,5,6,No,10,Taiwan,112,0.00
53204,5,6,No,42,Taiwan,29,0.00
53205,5,6,No,13,Australia,46,0.00
53206,5,6,No,33,United States,37,0.00
53207,5,6,No,86,Japan,86,0.00
53208,5,6,No,18,Switzerland,77,0.00
53209,5,6,No,20,India,37,0.00
53210,5,6,No,24,Singapore,20,0.00
53211,5,6,No,197,Thailand,20,0.00
53212,5,6,Yes,5,Taiwan,45,0.00
53213,5,6,No,11,Korea,56,0.00
53214,5,6,No,40,United States,112,0.00
53215,5,6,No,11,Thailand,24,0.00
53216,5,6,No,14,Finland,112,0.00
53217,5,6,No,69,China,39,0.00
53218,5,6,No,18,Bahrain,112,0.00
53219,5,6,No,19,Thailand,20,0.00
53220,5,6,No,10,Taiwan,23,0.00
53221,5,6,No,53,United States,27,0.00
53222,5,10,No,5,United States,77,0.00
53223,5,10,No,25,Malaysia,24,0.00
53224,5,10,No,19,Thailand,10,0.00
53225,5,10,No,27,India,29,0.00
53226,5,10,No,9,China,14,0.00
53227,5,10,No,27,China,10,0.00
53228,5,10,No,18,Korea,80,0.00
53229,5,10,No,48,Indonesia,31,0.00
53230,5,10,No,5,Singapore,10,0.00
53231,5,10,No,22,Vietnam,10,0.00
53232,5,10,No,45,Switzerland,80,0.00
53233,5,10,No,114,Malaysia,0,0.00
53234,5,10,No,9,Thailand,10,0.00
53235,5,10,No,3,Malaysia,10,0.00
53236,5,10,No,11,Japan,36,0.00
53237,5,10,No,62,Japan,35,0.00
53238,5,10,No,62,Korea,48,0.00
53239,5,10,No,31,Philippines,17,0.00
53240,5,10,No,110,Finland,59,0.00
53241,5,10,No,62,Thailand,10,0.00
53242,5,10,No,28,Indonesia,10,0.00
53243,5,10,No,7,Malaysia,10,0.00
53244,5,10,No,6,Brunei Darussalam,32,0.00
53245,5,10,No,19,Malaysia,10,0.00
53246,5,10,No,53,India,53,0.00
53247,5,10,No,10,Vietnam,13,0.00
53248,5,10,No,5,Philippines,28,0.00
53249,5,10,No,13,China,22,0.00
53250,5,10,No,16,United States,80,0.00
53251,5,10,No,64,Thailand,10,0.00
53252,5,10,No,62,United States,80,0.00
53253,5,10,No,72,New Zealand,57,0.00
53254,5,10,No,3,Singapore,0,0.00
53255,5,10,No,25,China,42,0.00
53256,5,10,No,12,Indonesia,10,0.00
53257,5,10,No,49,Australia,10,0.00
53258,5,10,No,22,India,25,0.00
53259,5,10,No,22,India,25,0.00
53260,5,10,No,5,India,27,0.00
53261,5,10,No,46,China,11,0.00
53262,5,10,No,18,Singapore,15,0.00
53263,5,10,No,60,United Kingdom,80,0.00
53264,5,10,No,13,Indonesia,77,0.00
53265,5,10,No,60,Thailand,29,0.00
53266,5,10,No,9,Thailand,24,0.00
53267,5,10,No,78,Singapore,10,0.00
53268,5,10,No,5,India,20,0.00
53269,5,10,No,16,Malaysia,10,0.00
53270,5,10,No,5,New Zealand,80,0.00
53271,5,10,No,4,Malaysia,10,0.00
53272,5,10,No,23,United Arab Emirates,80,0.00
53273,5,10,No,61,China,15,0.00
53274,5,10,No,7,Malaysia,17,0.00
53275,5,10,No,18,China,32,0.00
53276,5,10,No,12,Indonesia,18,0.00
53277,5,10,No,11,Philippines,27,0.00
53278,5,10,No,11,China,30,0.00
53279,5,10,No,90,Thailand,11,0.00
53280,5,10,No,20,China,35,0.00
53281,5,10,No,15,Malaysia,10,0.00
53282,5,10,No,19,India,35,0.00
53283,5,10,No,24,Vietnam,14,0.00
53284,5,11,No,9,China,36,0.00
53285,5,11,No,5,Singapore,34,0.00
53286,5,11,No,75,Italy,20,0.00
53287,5,11,No,5,Singapore,20,0.00
53288,5,11,No,3,United States,72,0.00
53289,5,11,No,10,India,26,0.00
53290,5,11,No,16,Thailand,22,0.00
53291,5,11,No,9,Singapore,20,0.00
53292,5,11,No,11,Indonesia,24,0.00
53293,5,11,No,5,Australia,27,0.00
53294,7,3,No,45,India,124,49.60
53295,7,3,No,16,India,31,12.40
53296,4,3,No,6,Indonesia,28,10.64
53297,4,5,No,52,United Kingdom,158,60.04
53298,8,3,No,25,Brunei Darussalam,31,12.40
53299,8,3,No,4,Brunei Darussalam,15,6.00
53300,8,3,No,5,Brunei Darussalam,15,6.00
53301,14,19,No,375,China,206,134.06
53302,9,12,No,23,Singapore,1,0.26
53303,9,12,No,25,Singapore,1,0.26
53304,9,12,No,24,Singapore,1,0.26
53305,9,12,No,124,Singapore,6,1.68
53306,9,12,No,129,Singapore,13,3.68
53307,3,4,No,7,Hong Kong,26,9.10
53308,3,4,No,13,Malaysia,30,10.50
53309,3,4,No,117,Thailand,22,7.70
53310,3,4,No,22,China,35,12.25
53311,3,4,Yes,11,Vietnam,18,6.30
53312,3,4,No,11,Vietnam,18,6.30
53313,3,4,No,19,China,40,14.00
53314,3,4,No,11,Myanmar,22,7.70
53315,3,4,No,14,Thailand,18,6.30
53316,3,4,No,36,Myanmar,37,12.95
53317,3,4,No,35,Thailand,22,7.70
53318,3,4,No,42,Indonesia,22,7.70
